SKU,date,PrevAVGCost,PrevAssignedCost,AVGCost,LatestDateCost,Type,GenPrice
A-E-00042,2019-02-25,26.56565657,29.0,26.14141414,29.03030303,A,44.0
A-E-00044,2019-02-25,41.06060606,68.0,55.60606061,73.65656566,A,109.0
A-E-00046,2019-02-25,9.11827957,10.0,10.08602151,12.43010753,A,22.0
A-E-00048,2019-02-25,14.36082474,19.0,15.39175258,13.4742268,A,26.0
A-E-00051,2019-02-25,40.87878788,41.0,36.54545455,36.72727273,A,54.0
A-D-00044,2019-02-25,33.75757576,34.0,35.27272727,35.23232323,A,55.0
A-D-00046,2019-02-25,7.444444444,13.0,7.303030303,7.303030303,A,21.0
A-G-00004,2019-02-25,0.0,27.0,0.0,0.0,A,40.0
A-G-00064,2019-02-25,29.4375,30.0,29.36458333,29.80208333,A,44.0
A-I-00045,2019-02-25,67.06060606,72.0,66.52525253,67.98989899,A,104.0
A-I-00001,2019-02-25,57.34020619,60.0,56.47422679999999,63.50515464,B,91.0
A-I-00032,2019-02-25,43.33333333,50.0,50.01010101,51.53535354,B,75.0
A-I-00003,2019-02-25,0.0,68.0,0.0,0.0,B,99.0
A-I-00044,2019-02-25,202.020202,54.0,202.020202,0.0,B,88.0
A-I-00004,2019-02-25,72.37113402,75.0,72.78350515,73.26804124,B,107.0
A-I-00033,2019-02-25,53.48484848,57.0,55.88888889,70.70707071,B,100.0
A-I-00028,2019-02-25,0.0,75.0,0.0,0.0,B,107.0
A-I-00007,2019-02-25,129.7777778,150.0,125.85858590000002,149.6464646,B,184.0
A-I-00008,2019-02-25,155.020202,165.0,159.4848485,159.4848485,B,218.0
A-I-00006,2019-02-25,136.6464646,140.0,153.0808081,161.6161616,B,202.0
A-I-00009,2019-02-25,42.49494949,45.0,35.42424242,31.303030300000003,B,58.0
A-I-00011,2019-02-25,41.58585859,47.0,39.17171717,35.32323232,B,64.0
A-I-00013,2019-02-25,47.70707071,48.0,47.06060606,60.60606061,B,86.0
A-I-00015,2019-02-25,77.84848485,85.0,79.08080808,81.8989899,A,122.0
A-I-00041,2019-02-25,70.69148936,75.0,77.0106383,79.12765957,C,121.0
A-I-00042,2019-02-25,72.04255319,75.0,78.73404255,79.0,C,121.0
A-I-00043,2019-02-25,72.82978723,75.0,77.5212766,79.78723404,C,121.0
A-I-00052,2019-02-25,41.19191919,47.0,38.0,34.61616162,B,64.0
A-I-00019,2019-02-25,31.96969697,32.0,0.0,0.0,A,57.0
A-I-00020,2019-02-25,48.61702128,53.0,53.77659574,54.94680851,A,79.0
A-E-00053,2019-02-25,50.68686869,51.0,51.97979798,60.48484848,C,97.0
A-A-00024,2019-02-25,11.5,13.0,12.17708333,13.84375,A,23.0
A-A-00025,2019-02-25,9.34375,10.0,9.447916667000001,9.3125,A,18.0
A-A-00061,2019-02-25,0.0,45.0,0.0,0.0,A,61.0
A-A-00119,2019-02-25,0.0,35.0,0.0,0.0,C,61.0
A-G-00068,2019-02-25,28.28282828,35.0,23.62626263,22.12121212,C,61.0
A-A-00117,2019-02-25,12.23232323,17.0,13.11111111,11.96969697,A,25.0
A-A-00116,2019-02-25,16.55555556,17.0,15.98989899,16.22222222,A,25.0
A-A-00054,2019-02-25,13.68686869,15.0,14.1010101,14.31313131,A,24.0
A-A-00159,2019-02-25,18.63636364,20.0,19.90909091,20.70707071,A,30.0
A-A-00109,2019-02-25,20.65656566,22.0,20.92929293,17.09090909,A,31.0
A-A-00026,2019-02-25,17.53535354,18.0,17.60606061,17.4040404,A,27.0
A-A-00074,2019-02-25,34.04040404,35.0,34.84848485,33.95959596,A,50.0
A-A-00124,2019-02-25,35.68686869,37.0,35.696969700000004,35.47474747,A,53.0
A-A-00161,2019-02-25,18.70707071,19.0,19.15151515,20.18181818,A,30.0
A-A-00062,2019-02-25,9.383838384,15.0,9.383838384,9.383838384,A,24.0
A-E-00054,2019-02-25,64.87234043,75.0,71.19148936,75.9893617,C,111.0
A-A-00029,2019-02-25,1.8080808080000002,2.0,1.8383838380000002,1.6868686869999998,E,3.0
A-A-00125,2019-02-25,15.53061224,20.0,15.93877551,16.01020408,A,31.0
A-A-00085,2019-02-25,17.04040404,20.0,16.47474747,15.96969697,A,31.0
A-A-00138,2019-02-25,69.8989899,65.0,55.75757576,55.36363636,C,85.0
A-A-00033,2019-02-25,70.95789474,45.0,33.51578947,29.46315789,C,55.0
A-A-00163,2019-02-25,28.37373737,33.0,25.91919192,25.303030300000003,C,47.0
A-A-00034,2019-02-25,17.35353535,18.0,16.88888889,20.39393939,A,33.0
A-A-00035,2019-02-25,16.03030303,16.0,16.14141414,16.2020202,A,26.0
A-A-00037,2019-02-25,0.0,63.0,71.02020202,58.83838384,A,101.0
A-A-00038,2019-02-25,69.32323232,72.0,63.96969697,72.15151515,A,104.0
A-A-00039,2019-02-25,33.95959596,36.0,31.0,28.85858586,A,50.0
A-A-00040,2019-02-25,45.54545455,48.0,45.65656566,45.72727273,A,73.0
A-A-00055,2019-02-25,54.32323232,55.0,68.65656566,48.56565657,A,96.0
A-A-00041,2019-02-25,21.04040404,22.0,20.92929293,20.06060606,A,35.0
A-A-00042,2019-02-25,29.90909091,35.0,31.29292929,26.12121212,A,49.0
A-A-00043,2019-02-25,33.14141414,40.0,37.29292929,39.61616162,A,56.0
A-A-00101,2019-02-25,2.585858586,2.8,2.939393939,3.03030303,E,4.0
A-A-00044,2019-02-25,1.8181818180000002,2.0,2.202020202,2.02020202,E,3.0
A-A-00092,2019-02-25,1.4444444440000002,1.5,1.8181818180000002,2.02020202,E,3.0
A-A-00144,2019-02-25,0.0,2.8,0.0,0.0,E,3.8
A-A-00102,2019-02-25,0.0,2.0,0.0,0.0,E,3.0
A-A-00046,2019-02-25,49.45744681,58.0,49.29787234,44.81914894,C,93.0
A-A-00048,2019-02-25,24.02020202,28.0,28.11111111,30.48484848,A,44.0
A-A-00086,2019-02-25,6.565656566,7.0,5.929292929,6.090909091,A,12.0
A-G-00025,2019-02-25,0.0,35.0,0.0,0.0,A,49.0
A-G-00005,2019-02-25,0.0,16.0,0.0,0.0,A,25.0
A-G-00006,2019-02-25,12.93939394,13.0,13.24242424,14.25252525,A,23.0
A-G-00007,2019-02-25,14.58585859,15.0,13.05050505,11.47474747,A,23.0
A-G-00062,2019-02-25,0.0,65.0,0.0,0.0,C,95.0
A-G-00067,2019-02-25,0.0,65.0,0.0,0.0,C,95.0
A-G-00012,2019-02-25,27.25,28.0,28.04166667,27.80208333,A,43.0
A-G-00035,2019-02-25,28.94791667,29.0,29.15625,28.98958333,A,43.0
A-G-00011,2019-02-25,31.0625,32.0,31.01041667,30.36458333,A,47.0
A-E-00055,2019-02-25,0.0,87.0,0.0,0.0,A,130.0
A-J-00009,2019-02-25,159.19191919999997,163.0,156.53535349999999,112.23232320000001,A,210.0
A-J-00002,2019-02-25,26.12765957,28.0,29.60638298,31.010638300000004,A,46.0
A-J-00010,2019-02-25,0.0,41.0,0.0,0.0,A,56.0
A-J-00006,2019-02-25,39.27272727,41.0,38.09090909,38.84848485,A,56.0
A-J-00012,2019-02-25,38.48484848,39.0,39.61616162,39.61616162,A,58.0
A-J-00007,2019-02-25,29.101010100000003,33.0,27.7979798,24.86868687,C,49.0
A-D-00058,2019-02-25,287.9191919,288.0,285.42424239999997,297.0909091,C,367.0
A-F-00001,2019-02-25,57.38383838,60.0,71.94949495,80.64646465,C,121.0
A-F-00002,2019-02-25,50.01010101,70.0,52.696969700000004,50.60606061,A,105.0
A-E-00057,2019-02-25,68.32978723,75.0,68.81914894,74.46808511,C,118.0
A-E-00058,2019-02-25,69.41489362,77.0,70.62765957,68.87234043,C,115.0
A-G-00015,2019-02-25,58.79797979999999,63.0,60.52525253,60.19191919,C,110.0
A-A-00028,2019-02-25,15.595959599999999,16.0,14.61616162,14.16161616,C,30.0
A-D-00048,2019-02-25,0.0,219.0,0.0,0.0,C,271.0
A-E-00061,2019-02-25,38.88095238,40.0,36.0,41.61904762,C,68.0
A-E-00063,2019-02-25,22.36363636,24.0,22.75757576,24.75757576,A,35.0
A-E-00092,2019-02-25,24.51515152,25.0,24.94949495,24.94949495,A,36.0
A-E-00068,2019-02-25,100.7373737,110.0,100.52525250000001,100.30303029999999,A,152.0
A-E-00065,2019-02-25,91.37373737,100.0,90.27272727,90.45454545,A,139.0
A-E-00066,2019-02-25,70.36363636,71.0,70.24242424,70.70707071,A,99.0
A-G-00017,2019-02-25,19.93877551,22.0,20.37755102,21.80612245,A,34.0
A-G-00039,2019-02-25,0.0,23.0,0.0,0.0,A,35.0
A-G-00059,2019-02-25,21.01075269,23.0,21.47311828,22.97849462,A,35.0
A-G-00018,2019-02-25,22.20454545,25.0,22.69318182,24.28409091,A,39.0
A-G-00028,2019-02-25,56.48979592,59.0,56.32653061,56.29591837,A,84.0
A-G-00069,2019-02-25,55.91919192,59.0,55.75757576,55.72727273,A,84.0
A-G-00020,2019-02-25,99.87878788,101.0,100.8686869,101.010101,A,138.0
A-G-00041,2019-02-25,15.9375,17.0,16.51041667,16.88541667,A,26.0
A-G-00021,2019-02-25,15.9375,19.0,16.51041667,16.88541667,A,28.0
A-G-00036,2019-02-25,15.9375,17.0,16.51041667,16.88541667,A,26.0
A-G-00022,2019-02-25,18.43373494,21.0,19.09638554,19.53012048,A,31.0
A-G-00023,2019-02-25,10.85227273,12.0,13.39772727,9.056818182,A,23.0
A-G-00037,2019-02-25,9.744897959,11.0,12.03061224,8.132653061000001,A,21.0
A-G-00061,2019-02-25,0.0,14.0,0.0,0.0,A,25.0
A-G-00024,2019-02-25,9.181818182,13.0,9.808080808,8.292929293,A,19.0
A-K-00001,2019-02-25,6.555555556,7.0,5.878787879,6.0606060610000005,D,10.5
A-K-00002,2019-02-25,86.17171717,110.0,96.80808081,104.8383838,C,157.0
A-K-00003,2019-02-25,84.06060606,99.0,82.47474747,76.71717172,C,149.0
A-K-00004,2019-02-25,214.8585859,215.0,184.53535349999999,184.53535349999999,C,233.0
A-K-00005,2019-02-25,59.72727273,61.0,60.8989899,65.65656566,C,102.0
A-K-00007,2019-02-25,66.70707071,67.0,66.70707071,66.70707071,C,103.0
A-K-00009,2019-02-25,89.98989899,94.0,90.59595959999999,90.71717172,F,129.0
A-K-00028,2019-02-25,89.98989899,98.0,90.59595959999999,90.71717172,F,135.0
A-K-00010,2019-02-25,88.7979798,97.0,90.14141414,89.13131313,F,134.0
A-K-00036,2019-02-25,149.9494949,165.0,153.0505051,171.46464650000001,C,225.0
A-K-00016,2019-02-25,0.0,165.0,0.0,0.0,C,225.0
A-K-00012,2019-02-25,38.8989899,42.0,35.20202020000001,31.11111111,C,54.0
A-K-00013,2019-02-25,0.0,58.0,0.0,0.0,C,93.0
A-K-00014,2019-02-25,50.67346939,58.0,51.23469388,61.10204082,C,93.0
E-A-00002,2019-02-25,24.56565657,34.0,24.56565657,23.87878788,G,52.0
E-A-00003,2019-02-25,27.325842699999995,34.0,27.325842699999995,26.56179775,G,52.0
E-A-00126,2019-02-25,24.56565657,34.0,24.56565657,23.87878788,G,52.0
E-A-00004,2019-02-25,20.34343434,22.0,21.56565657,20.2020202,G,36.0
E-A-00005,2019-02-25,20.34343434,22.0,21.56565657,20.2020202,G,36.0
E-A-00007,2019-02-25,22.62921348,25.0,23.98876404,22.47191011,G,40.0
E-A-00009,2019-02-25,65.65656566,80.0,49.82828283,50.50505051,G,96.0
E-A-00140,2019-02-25,3.626984127,5.0,3.2113997110000003,3.297979798,G,10.0
E-A-00011,2019-02-25,56.48314607,75.0,50.01123596,51.35955056,G,96.0
E-A-00012,2019-02-25,50.77777778,75.0,44.95959596,46.17171717,G,96.0
E-A-00106,2019-02-25,3.626984127,5.0,3.2113997110000003,3.297979798,G,10.0
E-A-00013,2019-02-25,56.48314607,75.0,50.01123596,51.35955056,G,96.0
E-E-00001,2019-02-25,10.31313131,11.0,11.25252525,12.34343434,G,20.0
E-A-00014,2019-02-25,36.85416667,39.0,32.59375,31.10416667,G,54.0
E-A-00017,2019-02-25,15.303030300000001,63.0,15.303030300000001,15.303030300000001,G,90.0
E-A-00390,2019-02-25,15.15151515,15.0,15.15151515,15.15151515,G,23.0
E-A-00202,2019-02-25,31.14141414,33.0,31.72727273,30.0,G,48.0
E-A-00395,2019-02-25,0.0,38.0,0.0,0.0,G,56.0
E-A-00020,2019-02-25,35.88541667,38.0,34.38541667,34.02083333,G,56.0
E-A-00086,2019-02-25,0.0,38.0,0.0,0.0,G,56.0
E-A-00025,2019-02-25,34.21212121,43.0,34.61616162,35.5959596,G,71.0
E-A-00170,2019-02-25,10.07070707,13.0,11.1010101,16.95959596,G,27.0
E-A-00180,2019-02-25,0.0,18.0,0.0,0.0,G,28.0
E-A-00028,2019-02-25,13.78125,14.0,13.82291667,13.875,G,23.0
E-A-00162,2019-02-25,0.0,18.0,0.0,0.0,G,27.0
E-A-00029,2019-02-25,16.91666667,17.0,15.34375,11.10416667,G,26.0
E-A-00030,2019-02-25,16.32291667,18.0,16.79166667,16.40625,G,28.0
E-A-00102,2019-02-25,21.71428571,24.0,20.13265306,19.56122449,G,39.0
E-A-00037,2019-02-25,21.31632653,23.0,20.65306122,20.34693878,G,38.0
E-A-00040,2019-02-25,25.25252525,26.0,25.25252525,25.25252525,G,36.0
E-A-00042,2019-02-25,15.82828283,16.0,15.90909091,12.12121212,G,22.0
E-A-00041,2019-02-25,18.06060606,19.0,17.85858586,18.18181818,G,23.0
E-A-00099,2019-02-25,12.22222222,15.0,12.06060606,13.08080808,G,25.0
E-A-00045,2019-02-25,48.34343434,55.0,52.47474747,52.47474747,G,84.0
E-A-00046,2019-02-25,13.11111111,14.0,12.88888889,10.25252525,G,20.0
E-A-00048,2019-02-25,58.36363636,85.0,58.47474747,56.92929293,G,122.0
E-A-00052,2019-02-25,36.21875,36.0,35.875,35.32291667,G,53.0
E-A-00054,2019-02-25,0.0,14.0,14.82828283,14.82828283,G,26.0
E-A-00060,2019-02-25,27.96969697,28.0,28.18181818,29.88888889,G,47.0
E-A-00061,2019-02-25,20.94949495,21.0,20.02020202,19.83838384,G,35.0
E-A-00161,2019-02-25,18.29292929,19.0,24.85858586,25.74747475,G,43.0
E-A-00062,2019-02-25,17.56565657,18.0,16.85858586,15.56565657,G,30.0
E-A-00065,2019-02-25,35.44444444,38.0,36.13131313,35.41414141,G,58.0
E-A-00195,2019-02-25,,,,,G,
E-A-00145,2019-02-25,40.85858586,41.0,44.23232323,45.23232323,G,70.0
E-A-00175,2019-02-25,48.44444444,49.0,50.04040404,50.20202020000001,G,78.0
E-A-00068,2019-02-25,75.75757576,81.0,76.09090909,70.70707071,G,113.0
E-A-00083,2019-02-25,8.525252525,10.0,8.242424242,6.484848485,G,17.0
E-A-00072,2019-02-25,20.45454545,21.0,19.96969697,19.19191919,G,30.0
E-A-00400,2019-02-25,14.595959599999999,17.0,14.48484848,14.14141414,G,27.0
E-A-00149,2019-02-25,4.373737374,10.0,4.373737374,5.050505051,G,16.0
E-A-00073,2019-02-25,0.0,14.0,0.0,0.0,G,24.0
E-A-00074,2019-02-25,12.28125,14.0,12.3125,12.51041667,G,23.0
E-A-00122,2019-02-25,12.19791667,14.0,0.0,0.0,G,23.0
E-A-00186,2019-02-25,14.7979798,16.0,14.32323232,13.72727273,G,26.0
E-A-00076,2019-02-25,41.57446809,43.0,40.22340426,39.40425532,G,62.0
E-A-00143,2019-02-25,0.0,11.94444444,0.0,0.0,G,17.0
E-A-00399,2019-02-25,,,,,G,
E-A-00403,2019-02-25,50.19191919,55.0,53.50505051,57.17171717,G,89.0
E-A-00079,2019-02-25,61.83838384,65.0,62.16161616,62.26262626,G,87.0
E-E-00014,2019-02-25,64.21212121,65.0,59.38383838,57.33333333,G,102.0
E-E-00016,2019-02-25,60.60606061,63.0,100.0,0.0,G,112.0
E-A-00388,2019-02-25,3.3636363639999995,3.5,3.3636363639999995,3.3636363639999995,G,6.0
E-E-00040,2019-02-25,9.67,10.0,8.75,7.98,G,17.0
E-E-00022,2019-02-25,13.10526316,13.0,13.2,13.31578947,G,21.0
E-E-00026,2019-02-25,11.95,12.0,0.0,0.0,G,20.0
E-E-00039,2019-02-25,0.0,6.0,5.07,5.07,G,12.0
E-E-00029,2019-02-25,11.81,13.0,13.13,13.13,G,21.0
E-E-00061,2019-02-25,7.73,9.0,7.88,7.95,G,15.0
A-E-00021,2019-02-25,0.0,250.0,0.0,0.0,A,312.0
A-E-00027,2019-02-25,0.0,105.0,0.0,0.0,A,146.0
A-B-00014,2019-02-25,90.16949153,91.0,88.50847458,85.42372881,A,124.0
A-B-00013,2019-02-25,53.73737374,54.0,52.74747475,50.90909091,A,72.0
A-E-00164,2019-02-25,0.0,88.0,0.0,0.0,A,119.0
A-E-00045,2019-02-25,0.0,85.0,0.0,0.0,A,115.0
A-G-00038,2019-02-25,0.0,29.0,0.0,0.0,A,40.0
E-A-00039,2019-02-25,8.080808081,9.0,7.404040404,7.070707071,A,17.0
A-D-00041,2019-02-25,0.0,40.0,0.0,0.0,A,60.0
A-B-00022,2019-02-25,83.125,83.0,81.59375,78.75,A,113.0
A-G-00074,2019-02-25,32.91489362,38.0,37.45744681,37.38297872,A,52.0
A-A-00047,2019-02-25,29.70707071,32.0,0.0,0.0,A,46.0
A-A-00052,2019-02-25,690.4949495,705.0,697.7676767999999,697.7676767999999,A,882.0
A-E-00141,2019-02-25,44.05555556,65.0,44.04166667,43.88888889,A,105.0
A-C-00024,2019-02-25,0.0,355.0,0.0,0.0,B,455.0
A-C-00004,2019-02-25,0.0,72.0,0.0,0.0,B,92.0
A-D-01226,2019-02-25,52.37234043,65.0,62.77659574,56.98936170000001,A,89.0
A-D-00133,2019-02-25,21.53571429,21.0,23.16071429,24.44642857,A,33.0
A-D-00129,2019-02-25,19.770491800000002,19.0,21.26229508,22.44262295,A,31.0
A-D-00059,2019-02-25,29.76190476,32.0,29.76190476,29.76190476,A,45.0
A-G-00032,2019-02-25,0.0,24.0,0.0,0.0,A,34.0
A-G-00044,2019-02-25,0.0,33.0,0.0,0.0,A,45.0
A-A-00157,2019-02-25,0.0,22.0,0.0,0.0,A,35.0
A-A-00002,2019-02-25,0.0,21.0,0.0,0.0,A,33.0
A-B-00037,2019-02-25,0.0,130.0,0.0,0.0,A,211.0
A-B-00029,2019-02-25,0.0,140.0,0.0,0.0,A,221.0
A-E-00011,2019-02-25,0.0,15.0,0.0,0.0,C,37.0
A-H-00022,2019-02-25,0.0,16.0,0.0,0.0,A,30.0
A-H-00015,2019-02-25,103.37373740000001,105.0,100.21212120000001,97.12121212,A,143.0
A-H-00008,2019-02-25,73.1010101,78.0,60.20202020000001,63.13131313,A,98.0
A-E-00153,2019-02-25,36.46464646,38.0,32.32323232,36.07070707,A,57.0
A-E-00154,2019-02-25,0.0,70.0,0.0,0.0,C,110.0
A-E-00131,2019-02-25,84.17171717,98.0,0.0,0.0,C,142.0
A-E-00128,2019-02-25,15.15151515,15.0,15.15151515,15.15151515,C,30.0
A-D-00009,2019-02-25,40.16161616,47.5,39.86868687,85.85858586,A,70.0
A-A-00087,2019-02-25,25.22891566,25.0,24.74698795,22.63855422,A,35.0
A-A-00172,2019-02-25,0.0,48.0,0.0,0.0,A,68.0
A-E-00087,2019-02-25,0.0,150.0,0.0,0.0,C,189.0
A-H-00026,2019-02-25,77.91397849,81.0,79.93548387,83.51612903,C,119.0
A-E-00029,2019-02-25,54.83157895,55.0,47.87368421,31.64210526,A,68.0
A-D-01242,2019-02-25,27.33333333,40.0,27.92929293,26.73737374,A,47.0
A-D-00125,2019-02-25,64.82417582,68.0,67.10989011,64.01098901,A,96.0
A-D-00017,2019-02-25,0.0,38.0,0.0,0.0,A,55.0
A-D-00020,2019-02-25,0.0,73.0,0.0,0.0,A,102.0
A-D-00139,2019-02-25,0.0,40.0,0.0,0.0,A,58.0
A-D-00126,2019-02-25,50.50505051,75.0,55.55555556,60.60606061,A,105.0
A-D-00119,2019-02-25,15.15151515,18.0,0.0,0.0,A,30.0
A-D-00028,2019-02-25,0.0,106.66666670000001,0.0,0.0,A,133.0
A-D-00032,2019-02-25,0.0,33.0,0.0,0.0,A,48.0
A-D-00033,2019-02-25,57.24242424,60.0,54.11111111,54.11111111,A,84.0
A-D-01228,2019-02-25,376.89898989999995,385.0,367.3131313,388.5050505,C,485.0
A-D-01128,2019-02-25,72.33333333,92.0,72.33333333,72.33333333,A,133.0
A-D-00141,2019-02-25,0.0,850.0,0.0,0.0,C,1208.0
A-D-01239,2019-02-25,130.9292929,145.0,131.010101,131.3131313,A,192.0
A-D-00117,2019-02-25,36.90425532,48.0,46.82978723,46.56382979,A,75.0
A-D-00072,2019-02-25,46.87837838,48.0,59.48648649,59.14864865,A,80.0
A-E-00031,2019-02-25,0.0,40.0,11.42424242,11.05050505,A,65.0
A-E-00119,2019-02-25,78.98989899,101.0,80.66666667,101.010101,A,133.0
A-E-00165,2019-02-25,0.0,46.0,0.0,0.0,A,82.0
A-D-00097,2019-02-25,0.0,31.0,25.25252525,25.25252525,A,48.0
A-D-00074,2019-02-25,53.95959596,68.0,56.22222222,60.60606061,A,96.0
A-E-00115,2019-02-25,0.0,29.0,0.0,0.0,A,44.0
A-D-00066,2019-02-25,0.0,82.0,0.0,0.0,A,116.0
A-E-00111,2019-02-25,9.11827957,10.0,10.08602151,12.43010753,A,22.0
A-E-00052,2019-02-25,0.0,10.25,0.0,0.0,A,20.0
A-D-00067,2019-02-25,35.23232323,35.23232323,48.1010101,72.15151515,A,101.0
A-E-00143,2019-02-25,0.0,56.0,0.0,0.0,A,79.0
A-D-00047,2019-02-25,0.0,95.0,89.47474747,90.30303029999999,A,127.0
A-D-00130,2019-02-25,0.0,180.0,0.0,0.0,A,226.0
A-I-00035,2019-02-25,98.95959596,101.0,95.95959596,90.90909091,B,132.0
A-I-00088,2019-02-25,0.0,60.0,0.0,0.0,B,86.0
A-I-00059,2019-02-25,0.0,117.0,0.0,0.0,B,150.0
A-I-00079,2019-02-25,0.0,155.0,0.0,0.0,B,195.0
A-I-00080,2019-02-25,0.0,170.0,0.0,0.0,B,210.0
A-I-00087,2019-02-25,139.69696969999998,157.0,145.78787880000002,145.78787880000002,B,210.0
A-I-00089,2019-02-25,147.1010101,165.0,151.5151515,161.6161616,B,205.0
A-A-00080,2019-02-25,0.0,17.0,0.0,0.0,A,25.0
A-A-00173,2019-02-25,0.0,45.0,0.0,0.0,A,61.0
A-A-00030,2019-02-25,0.0,55.0,0.0,0.0,A,77.0
A-A-00031,2019-02-25,29.08247423,39.0,33.32989691,20.6185567,A,48.0
A-A-00036,2019-02-25,0.0,34.0,0.0,0.0,A,48.0
A-A-00032,2019-02-25,29.45360825,25.0,25.77319588,20.6185567,A,39.0
A-A-00170,2019-02-25,0.0,355.0,0.0,0.0,A,441.0
A-A-00180,2019-02-25,0.0,40.0,0.0,0.0,A,60.0
A-A-00171,2019-02-25,39.64948454,50.0,39.64948454,39.64948454,A,73.0
A-A-00167,2019-02-25,0.0,104.0,0.0,0.0,A,140.0
A-A-00006,2019-02-25,0.0,62.22222222,0.0,0.0,A,99.0
A-A-00174,2019-02-25,0.0,2.8,0.0,0.0,E,4.0
A-A-00059,2019-02-25,54.97938144,60.0,54.97938144,54.97938144,A,84.0
A-G-00070,2019-02-25,15.71134021,17.0,16.20618557,16.73195876,A,29.0
A-G-00076,2019-02-25,0.0,20.0,0.0,0.0,A,33.0
A-G-00014,2019-02-25,0.0,15.0,0.0,0.0,A,27.0
A-C-00025,2019-02-25,118.94845359999998,128.0,118.94845359999998,118.94845359999998,A,169.0
A-J-00023,2019-02-25,0.0,10.0,0.0,0.0,A,21.0
A-J-00005,2019-02-25,0.0,45.0,0.0,0.0,A,61.0
A-J-00022,2019-02-25,39.90721649,44.0,39.90721649,39.90721649,A,60.0
A-J-00008,2019-02-25,0.0,80.0,56.87628866,56.87628866,A,84.0
A-G-00016,2019-02-25,0.0,99.0,0.0,0.0,A,131.0
A-E-00151,2019-02-25,12.11340206,15.0,13.46391753,16.11340206,A,31.0
A-D-01233,2019-02-25,105.91752579999999,108.0,108.1237113,109.742268,A,144.0
A-E-00148,2019-02-25,0.0,69.0,0.0,0.0,A,97.0
A-A-00063,2019-02-25,0.0,13.0,0.0,0.0,A,23.0
A-B-00015,2019-02-25,0.0,30.0,0.0,0.0,A,41.0
A-B-00039,2019-02-25,0.0,35.0,0.0,0.0,A,48.0
A-G-00019,2019-02-25,0.0,59.0,0.0,0.0,A,79.0
A-G-00075,2019-02-25,0.0,59.0,0.0,0.0,A,79.0
A-G-00077,2019-02-25,103.07070709999999,110.0,103.07070709999999,103.07070709999999,A,144.0
A-G-00026,2019-02-25,0.0,82.0,0.0,0.0,A,116.0
A-K-00019,2019-02-25,140.7731959,140.0,139.6082474,139.6082474,C,179.0
A-K-00134,2019-02-25,46.46464646,55.0,49.06060606,45.45454545,C,90.0
A-K-00037,2019-02-25,46.46464646,55.0,49.06060606,45.45454545,C,90.0
A-K-00138,2019-02-25,0.0,21.0,0.0,0.0,C,31.0
A-K-00026,2019-02-25,262.6262626,263.0,0.0,0.0,C,332.0
A-K-00034,2019-02-25,0.0,15.0,0.0,0.0,C,33.0
A-K-00022,2019-02-25,0.0,13.0,0.0,0.0,C,33.0
A-K-00039,2019-02-25,0.0,18.33333333,0.0,0.0,C,36.0
A-K-00015,2019-02-25,0.0,22.0,0.0,0.0,C,39.0
A-K-00137,2019-02-25,12.19191919,12.0,11.72727273,12.12121212,D,18.0
A-K-00021,2019-02-25,84.17171717,87.0,0.0,0.0,C,126.0
A-K-00023,2019-02-25,15.46464646,15.0,15.45454545,15.15151515,D,23.0
A-K-00011,2019-02-25,0.0,165.0,0.0,0.0,C,219.0
A-K-00027,2019-02-25,0.0,165.0,0.0,0.0,C,219.0
A-D-01225,2019-02-25,0.0,890.0,0.0,0.0,C,1123.0
E-A-00008,2019-02-25,0.0,20.0,0.0,0.0,G,35.0
E-A-00019,2019-02-25,36.52083333,39.0,35.3125,33.89583333,G,56.0
E-A-00021,2019-02-25,87.66666667,100.0,0.0,0.0,G,139.0
E-A-00023,2019-02-25,,,,,G,
E-A-00031,2019-02-25,0.0,32.0,0.0,0.0,G,48.0
E-A-00032,2019-02-25,0.0,30.0,37.63541667,0.0,G,48.0
E-A-00036,2019-02-25,0.0,45.0,0.0,0.0,G,63.0
E-A-00049,2019-02-25,15.84848485,19.0,16.83838384,19.98989899,G,32.0
E-A-00055,2019-02-25,,,,,G,
E-A-00057,2019-02-25,72.88888889,82.0,72.88888889,72.88888889,G,119.0
E-A-00070,2019-02-25,0.0,100.0,0.0,0.0,G,129.0
E-A-00075,2019-02-25,22.72727273,23.0,22.72727273,22.72727273,G,38.0
E-A-00077,2019-02-25,0.0,65.0,0.0,0.0,G,87.0
E-A-00080,2019-02-25,0.0,74.0,0.0,0.0,G,111.0
E-A-00090,2019-02-25,17.17171717,19.0,0.0,0.0,G,30.0
E-A-00101,2019-02-25,0.0,28.0,0.0,0.0,G,42.0
E-A-00107,2019-02-25,31.04166667,31.0,31.45833333,0.0,G,47.0
E-A-00130,2019-02-25,15.15151515,15.15151515,15.15151515,15.15151515,G,24.0
E-A-00153,2019-02-25,0.0,40.0,41.57575758,41.57575758,G,59.0
E-A-00163,2019-02-25,0.0,68.0,0.0,0.0,G,90.0
E-A-00172,2019-02-25,0.0,28.0,0.0,0.0,G,42.0
E-A-00177,2019-02-25,0.0,40.0,0.0,0.0,G,57.0
E-A-00179,2019-02-25,0.0,17.0,0.0,0.0,G,27.0
E-A-00182,2019-02-25,3.626984127,5.0,3.2113997110000003,3.297979798,G,9.0
E-A-00196,2019-02-25,0.0,200.0,0.0,0.0,G,259.0
E-A-00206,2019-02-25,14.70707071,15.0,12.87878788,12.12121212,G,23.0
