,PrevAVGCost,PrevAssignedCost,AVGCost,LatestDateCost,GenPrice,A,B,C,D,E,F,G,Category A,Category E,Subcategory A,Subcategory B,Subcategory C,Subcategory D,Subcategory E,Subcategory F,Subcategory G,Subcategory H,Subcategory I,Subcategory J,Subcategory K,Year2019,Year2020
6484,0.0,93.0,0.0,0.0,131.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6485,0.0,25.0,0.0,0.0,45.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6486,0.0,16.0,0.0,0.0,30.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6487,98.64646465,105.0,102.1818182,99.03030303,143.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6488,53.33333333,65.0,48.79797979999999,40.48484848,86.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6489,46.33333333,54.0,46.93939394,42.79797979999999,77.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6490,0.0,70.0,0.0,0.0,110.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6491,0.0,98.0,0.0,0.0,142.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6492,15.15151515,15.0,15.15151515,15.15151515,30.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6493,0.0,47.5,0.0,0.0,70.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6494,19.98795181,20.0,17.69879518,17.12048193,37.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6495,0.0,48.0,0.0,0.0,68.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6496,101.9393939,103.0,0.0,0.0,142.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6497,87.1827957,97.0,64.51612903,64.51612903,115.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6498,61.53684211,61.0,36.85263158,32.2,86.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6499,30.03030303,46.0,29.49494949,24.63636364,51.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6500,74.61538462,78.0,76.59340659,76.16483516,109.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6501,51.53535354,52.0,0.0,0.0,73.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6502,43.70707071,73.0,0.0,0.0,102.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6503,0.0,40.0,0.0,0.0,58.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6504,0.0,75.0,50.50505051,50.50505051,105.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6505,0.0,15.0,12.12121212,12.12121212,27.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6506,0.0,97.33333333,0.0,0.0,142.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6507,27.25252525,30.0,27.63636364,24.75757576,44.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6508,69.77777778,74.0,66.7979798,66.08080808,103.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6509,470.61616160000005,540.0,401.7474747,420.8787879,690.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6510,74.66666667,92.0,0.0,0.0,133.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6511,0.0,850.0,0.0,0.0,1208.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6512,120.8787879,130.0,118.14141409999998,118.6060606,173.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6513,37.04255319,46.0,34.9787234,42.80851064,70.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6514,47.05405405,57.5,44.43243243,54.37837838,91.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6515,0.0,28.0,30.303030300000003,0.0,60.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6516,78.2020202,100.0,80.12121212,80.27272727,132.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6517,0.0,100.0,0.0,0.0,160.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6518,0.0,29.0,0.0,0.0,45.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6519,71.50505051,61.0,52.28282828,55.1010101,86.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6520,0.0,48.0,54.65656566,54.65656566,102.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6521,0.0,78.0,77.69696970000003,77.69696970000003,113.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6522,18.24731183,20.0,10.97849462,10.58064516,28.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6523,0.0,7.5,0.0,0.0,21.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6524,37.21212121,45.0,35.44444444,34.82828283,64.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6525,0.0,56.0,0.0,0.0,79.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6526,88.68686869,95.0,92.76767677,92.76767677,127.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6527,0.0,180.0,0.0,0.0,226.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6528,111.1111111,112.0,125.040404,121.2121212,160.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6529,0.0,60.0,0.0,0.0,86.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6530,0.0,117.0,0.0,0.0,150.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6531,0.0,153.0,0.0,0.0,250.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6532,0.0,160.0,0.0,0.0,270.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6533,0.0,147.0,90.90909091,90.90909091,270.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6534,172.8787879,210.0,166.78787880000004,171.5252525,255.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6535,17.56565657,21.0,0.0,0.0,34.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6536,0.0,45.0,0.0,0.0,61.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6537,0.0,55.0,0.0,0.0,77.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6538,28.93814433,30.0,35.16494845,31.72164948,42.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6539,32.80412371,36.0,0.0,0.0,50.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6540,39.64948454,40.0,31.87628866,25.77319588,58.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6541,0.0,355.0,0.0,0.0,441.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6542,0.0,40.0,0.0,0.0,60.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6543,38.90721649,40.0,28.11340206,28.11340206,60.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6544,0.0,104.0,0.0,0.0,140.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6545,0.0,122.2222222,0.0,0.0,181.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6546,0.0,5.5,0.0,0.0,7.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6547,72.44329897,63.0,0.0,0.0,89.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6548,17.18556701,18.0,17.25773196,17.25773196,30.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6549,0.0,30.0,0.0,0.0,44.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6550,0.0,15.0,14.27835052,13.95876289,27.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6551,117.8247423,128.0,128.8659794,128.8659794,169.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6552,0.0,10.0,0.0,0.0,21.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6553,0.0,45.0,0.0,0.0,61.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6554,0.0,44.0,0.0,0.0,60.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6555,58.90721649,62.0,0.0,0.0,84.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6556,0.0,101.0,90.43298969,90.43298969,133.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6557,23.6185567,25.0,25.48453608,20.74226804,41.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6558,106.371134,110.0,110.6701031,101.4742268,144.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6559,0.0,70.0,0.0,0.0,98.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6560,0.0,13.0,0.0,0.0,23.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6561,0.0,30.0,0.0,0.0,41.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6562,0.0,35.0,0.0,0.0,48.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6563,0.0,59.0,0.0,0.0,79.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6564,0.0,59.0,0.0,0.0,79.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6565,90.90909091,110.0,0.0,0.0,144.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6566,0.0,78.0,79.29896907,79.29896907,113.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6567,139.6082474,146.0,65.70103093,65.70103093,123.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6568,50.50505051,55.0,55.55555556,55.55555556,95.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6569,50.50505051,55.0,55.55555556,55.55555556,95.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6570,25.09090909,21.0,12.94949495,20.2020202,31.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6571,207.959596,240.0,0.0,0.0,296.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6572,0.0,15.0,0.0,0.0,33.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6573,0.0,13.0,0.0,0.0,33.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6574,0.0,14.66666667,0.0,0.0,33.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6575,0.0,17.6,0.0,0.0,35.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6576,10.78787879,12.0,11.74747475,12.12121212,18.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6577,73.46464646,87.0,0.0,0.0,126.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6578,12.81818182,15.0,14.5959596,15.15151515,23.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6579,0.0,135.0,0.0,0.0,174.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6580,0.0,135.0,0.0,0.0,174.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6581,0.0,890.0,0.0,0.0,1123.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6582,0.0,20.0,0.0,0.0,35.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6583,35.61458333,36.0,32.5,30.63541667,56.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6584,34.39583333,123.0,0.0,0.0,169.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6586,32.65625,33.0,0.0,0.0,49.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6587,39.0625,39.0,30.79166667,0.0,58.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6588,0.0,45.0,0.0,0.0,63.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6589,25.75757576,26.0,25.61616162,25.49494949,40.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6591,93.95959596,98.0,0.0,0.0,135.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6592,0.0,100.0,0.0,0.0,129.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6593,20.2020202,23.0,20.2020202,20.2020202,38.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6594,0.0,65.0,0.0,0.0,87.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6595,67.34343434,72.0,71.66666667,69.32323232,109.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6596,0.0,19.0,0.0,0.0,30.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6597,0.0,31.0,0.0,0.0,46.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6598,30.26041667,32.0,31.13541667,0.0,47.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6599,15.15151515,15.15151515,16.38383838,18.18181818,26.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6600,0.0,42.0,0.0,0.0,59.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6601,0.0,68.0,0.0,0.0,90.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6602,0.0,28.0,0.0,0.0,42.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6603,22.28282828,40.0,24.12121212,20.4040404,57.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6604,13.82291667,20.0,12.6875,14.625,31.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6605,3.453102453,5.0,3.652958153,3.917027417,9.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6606,0.0,200.0,115.1515152,0.0,259.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6607,14.34343434,15.0,15.35353535,16.16161616,23.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6608,77.06060606,79.0,0.0,0.0,116.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6609,0.0,15.0,0.0,0.0,25.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6610,0.0,55.0,0.0,0.0,86.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6611,0.0,17.0,0.0,0.0,26.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6612,0.0,100.0,0.0,0.0,139.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6613,0.0,160.0,0.0,0.0,207.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6614,91.29292929,200.0,158.4040404,124.9090909,269.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6615,77.47474747,78.0,79.06060606,0.0,110.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6616,228.2424242,228.2424242,184.1212121,0.0,243.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6617,0.0,290.0,0.0,0.0,386.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6618,0.0,174.0,0.0,0.0,228.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6619,0.0,32.0,0.0,0.0,47.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6620,121.2121212,250.0,306.2525253,0.0,415.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6621,0.0,85.0,0.0,0.0,112.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6622,0.0,73.0,0.0,0.0,100.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6623,121.2121212,122.0,106.0606061,90.90909091,158.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6624,0.0,70.0,0.0,0.0,102.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6625,48.48484848,56.0,46.11111111,48.48484848,77.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6626,0.0,68.0,0.0,0.0,90.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6627,0.0,270.0,0.0,0.0,350.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6628,0.0,66.0,0.0,0.0,88.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6629,0.0,13.0,0.0,0.0,20.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6630,89.8989899,93.0,0.0,0.0,120.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6631,0.0,168.0,0.0,0.0,218.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6632,0.0,150.0,0.0,0.0,199.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6633,0.0,252.0,0.0,0.0,337.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6634,0.0,85.0,0.0,0.0,117.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6635,0.0,59.0,0.0,0.0,85.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6636,0.0,57.0,101.010101,101.010101,93.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6637,23.52525253,28.0,17.43434343,17.09090909,44.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6638,179.2929293,182.0,181.8181818,181.8181818,246.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6639,0.0,70.0,0.0,0.0,107.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6648,19.98989899,28.0,21.73737374,16.29292929,33.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6649,54.43434343,60.0,60.08080808,71.42424242,104.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6650,50.26262626,51.0,52.65656566,67.0,95.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6651,52.73737374,54.0,54.50505051,52.50505051,79.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6652,52.73737374,54.0,54.50505051,52.50505051,79.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6653,60.64646465,63.0,60.04040404,59.67676768,89.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6654,49.26262626,52.0,50.65656566,52.68686869,76.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6655,73.14141414,75.0,71.02020202,64.28282828,100.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6656,50.09090909,52.0,51.96969697,60.3030303,74.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6657,58.6969697,61.0,61.27272727,61.20202020000001,89.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6658,0.0,100.0,0.0,0.0,132.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6660,65.69696970000001,67.0,66.07070707,65.65656566,90.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6661,0.0,20.0,0.0,0.0,30.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6662,73.67021277,93.0,75.03191489,67.17021277,119.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6663,18.06382979,20.0,16.17021277,13.25531915,27.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6664,22.47368421,34.0,20.69473684,27.09473684,42.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6665,21.46428571,25.0,19.25,20.01785714,32.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6666,19.70491803,23.0,17.67213115,18.37704918,29.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6667,12.19148936,15.0,13.53191489,10.71276596,33.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6668,107.8181818,99.0,107.8787879,105.8181818,142.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6669,58.27272727,65.0,61.22222222,61.22222222,91.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6670,35.26262626,46.0,35.0,35.35353535,55.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6671,25.31313131,26.0,25.03030303,25.0,37.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6672,20.21212121,21.0,20.101010100000003,20.72727273,34.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6673,0.0,7.0,0.0,0.0,12.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6674,16.44444444,22.0,16.35353535,18.18181818,34.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6675,42.53535354,48.0,41.26262626,39.84848485,62.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6676,39.05050505,39.0,37.82828283,38.15151515,58.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6677,22.4040404,23.0,23.48484848,24.05050505,40.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6678,29.52525253,36.0,28.84848485,30.0,48.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6679,90.90909091,91.0,90.90909091,0.0,123.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6680,76.91919192,78.0,58.87878788,66.70707071,99.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6681,85.66666667,88.0,87.30434783,87.30434783,122.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6682,52.66666667,60.0,51.89855072,51.44927536,85.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6683,27.89285714,32.0,28.08333333,26.27380952,41.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6684,23.66666667,32.0,23.82828283,22.29292929,41.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6685,28.27380952,32.0,26.55952381,26.94047619,42.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6686,79.86597938,100.0,82.26804124,81.35051546,130.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6687,0.0,106.0,0.0,0.0,136.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6688,37.29787234,85.0,57.14893617,83.93617021,117.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6689,37.29787234,85.0,57.14893617,83.93617021,117.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6690,6.02020202,3.7,3.181818182,3.232323232,6.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6691,17.28888889,21.0,17.55555556,22.57777778,33.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
