,PrevAVGCost,PrevAssignedCost,AVGCost,LatestDateCost,GenPrice,A,B,C,D,E,F,G,Category A,Category E,Subcategory A,Subcategory B,Subcategory C,Subcategory D,Subcategory E,Subcategory F,Subcategory G,Subcategory H,Subcategory I,Subcategory J,Subcategory K,Year2019,Year2020
69,14.14141414,16.0,0.0,0.0,22.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
70,31.56565657,34.0,0.0,0.0,52.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
71,13.46236559,14.0,13.22580645,11.55913978,23.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
72,12.7755102,14.0,12.55102041,10.96938776,23.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
73,0.0,185.0,0.0,0.0,239.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
74,40.4040404,40.0,49.49494949,0.0,55.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
75,45.51515152,48.0,45.07070707,51.53535354,78.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
76,277.7777778,278.0,0.0,0.0,345.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
78,19.60606061,20.0,19.81818182,19.28282828,28.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
79,19.06060606,21.0,21.06060606,20.98989899,29.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
80,19.50505051,20.0,19.65656566,20.26262626,28.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
81,20.72727273,21.0,20.54545455,20.39393939,29.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
82,43.12765957,46.0,37.68085106,37.43617021,62.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
83,46.07446809,48.0,39.5,42.57446809,67.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
84,83.39393939,105.0,46.03030303,33.66666667,87.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
85,78.14141414,85.0,98.21212121,90.01010101,137.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
86,62.09090909,73.0,71.54545455,69.86868687,132.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
87,0.0,31.0,0.0,0.0,48.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88,7.242424242,8.0,6.616161616,6.858585859,12.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
89,29.22994652,31.0,32.99465241,34.23529412,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
90,39.86868687,41.0,39.61616162,38.84848485,57.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
91,33.35353535,34.0,29.14141414,28.41414141,45.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
92,20.28723404,21.0,14.80851064,21.10638298,31.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
93,19.26262626,21.0,14.06060606,20.04040404,31.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
94,73.16161616,90.0,70.47474747,73.1010101,138.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
95,0.0,30.0,0.0,0.0,48.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
96,94.52525253,100.0,81.86868687,65.56565657,131.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
97,15.15151515,18.0,17.31313131,15.15151515,28.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
98,32.54255319,44.0,35.81914894,50.80851064,62.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
99,105.6262626,106.0,95.11111111,91.82828283,134.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
100,42.08080808,58.0,41.42424242,39.55555556,69.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
101,58.01010101,60.0,59.41414141,55.1010101,87.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
102,13.56565657,14.0,13.60606061,12.2020202,23.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
103,15.52525253,18.0,16.02020202,21.04040404,30.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
104,15.46464646,16.0,14.37373737,12.36363636,24.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
105,39.25641026,40.0,36.48717949,31.38461538,55.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
106,81.44444444,86.0,55.08080808,49.67676768,88.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
107,44.31313131,61.0,62.92929293,91.82828283,131.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
108,185.6767677,253.0,215.4848485,219.5858586,301.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
109,48.86868687,60.0,46.76767677,61.09090909,88.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
110,0.0,27.0,0.0,0.0,40.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
111,81.48148148,105.0,106.8888889,122.4814815,167.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
112,30.03191489,44.0,32.05319149,42.24468085,62.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
113,729.4747474999998,730.0,766.5555555999998,181.8181818,974.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
114,2.222222222,1.8,0.0,0.0,3.6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
115,38.74468085,50.0,51.95744681,66.29787234,145.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116,13.42424242,15.0,12.6969697,14.14141414,22.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
117,99.2020202,107.0,117.2323232,105.2222222,152.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
118,27.25,35.0,31.9375,31.17708333,57.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
119,36.84507042,50.0,43.18309859,42.15492958,79.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
120,34.92063492,25.0,0.0,0.0,35.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
121,19.42465753,23.0,21.26027397,25.06849315,33.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
122,19.42465753,25.0,21.26027397,25.06849315,35.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
123,20.17204301,34.0,18.50537634,19.24731183,43.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
124,19.14285714,34.0,17.56122449,18.26530612,43.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
125,28.92929293,41.0,24.98989899,24.8989899,54.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
126,24.83838384,25.0,25.04040404,24.43434343,37.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
127,19.101010100000003,21.0,19.67676768,19.24242424,33.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
128,71.53763441,105.0,68.75268817,94.68817204,137.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
129,67.88775509999999,105.0,65.24489796,89.85714286,137.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
130,23.101010100000003,31.0,37.36363636,37.96969697,56.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
131,54.05050505,80.0,48.39393939,57.53535354,102.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
132,15.22580645,23.0,20.49462366,20.74193548,34.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
133,16.35051546,18.0,14.80412371,20.89690722,31.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
134,37.96969697,42.0,46.44444444,38.84848485,67.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
135,36.87878788,37.0,39.93939394,101.010101,61.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
136,10.19191919,14.0,8.98989899,8.98989899,21.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
137,26.27083333,30.0,26.30208333,26.875,44.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
138,25.125,30.0,25.89583333,24.85416667,44.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
139,63.54545455,64.0,64.52525253,73.19191919,105.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
140,49.87628866,57.0,56.93814433,72.45360825,103.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
141,34.85858586,35.0,45.02020202,46.33333333,75.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
142,0.0,62.0,0.0,0.0,99.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
143,0.0,42.0,0.0,0.0,73.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
144,59.35051546,66.0,60.80412371,62.18556701,95.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
145,48.25252525,49.0,47.85858586,46.76767677,71.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
146,0.0,66.0,0.0,0.0,95.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
147,142.49494950000005,143.0,172.2020202,137.7373737,213.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
148,155.7676768,189.0,211.6060606,237.6666667,297.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
149,94.54545455,120.0,198.0606061,198.0606061,244.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
150,31.05050505,32.0,21.25252525,20.36363636,42.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
151,34.67676768,38.0,32.54545455,36.6969697,59.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
152,58.07070707,59.0,81.87878788,73.34343434,114.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
153,77.57575758,85.0,79.71717172,80.80808081,122.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
154,68.96808511,85.0,68.78723404,68.39361702,114.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
155,68.07446809,75.0,69.23404255,68.37234043,114.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
156,73.60638298,78.0,69.64893617,68.46808511,114.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
157,35.62626263,38.0,32.39393939,36.67676768,59.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
158,39.8989899,46.0,38.35353535,38.35353535,62.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
159,48.88297872,55.0,58.42553191,65.40425532,95.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
160,68.81818182,95.0,65.50505051,62.82828283,116.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
161,8.46875,11.0,9.4375,10.61458333,19.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
162,7.114583333,8.0,6.34375,7.395833333,16.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
163,0.0,45.0,0.0,0.0,61.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
164,0.0,38.0,39.88888889,39.88888889,66.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
165,37.01010101,44.0,0.0,0.0,74.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
166,12.63636364,14.0,14.18181818,14.36363636,24.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
167,19.29292929,20.0,18.14141414,17.696969699999997,28.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
168,16.34343434,17.0,14.87878788,15.85858586,25.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
169,20.52525253,21.0,17.15151515,15.7979798,27.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
170,21.38383838,22.0,20.32323232,20.26262626,31.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
171,20.54545455,21.0,19.41414141,18.36363636,30.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
172,0.0,35.0,34.54545455,33.85858586,50.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
173,32.68686869,36.0,33.42424242,33.54545455,51.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
174,24.32323232,25.0,23.62626263,22.61616162,34.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
175,0.0,20.0,0.0,0.0,31.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
176,78.22340426,100.0,75.35106383,84.54255319,141.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
177,1.6868686869999998,2.0,1.909090909,1.6868686869999998,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
178,24.79591837,29.0,25.75510204,24.46938776,41.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
179,23.26262626,29.0,25.67676768,23.35353535,41.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
180,74.05050505,75.0,65.64646465,40.28282828,96.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
181,42.84210526,45.0,0.0,0.0,70.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
182,41.27272727,45.0,43.47474747,50.63636364,78.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
183,23.53535354,30.0,29.54545455,30.83838384,45.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
184,22.76767677,24.0,18.85858586,18.98989899,35.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
185,0.0,65.0,70.70707071,70.70707071,102.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
186,70.39393939,72.0,67.44444444,91.45454545,133.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
187,30.66666667,32.0,34.96969697,35.64646465,54.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
188,45.8989899,50.0,44.1010101,45.18181818,76.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
189,61.46464646,62.0,57.47474747,0.0,80.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
190,19.85858586,24.0,21.48484848,26.33333333,41.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
191,35.08080808,40.0,38.1010101,37.58585859,59.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
192,38.84848485,39.0,23.09090909,33.66666667,49.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
193,2.101010101,2.5,2.636363636,3.03030303,4.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
